1000,0.022888,25.165824
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,201.326592
16000,0.366211,201.326592
32000,0.732422,45.369373
64000,1.464844,63.786643
128000,2.929688,75.350303
256000,5.859375,130.811187
512000,11.718750,57.139254
1024000,23.437500,50.578614
2048000,46.875000,47.392743
4096000,93.750000,41.132967
8192000,187.500000,34.822589
16384000,375.000000,29.092227
32768000,750.000000,26.856222
65536000,1500.000000,26.864534
131072000,3000.000000,26.814577
262144000,6000.000000,26.766218
524288000,12000.000000,26.794565
