1000,0.022888,25.165824
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,201.326592
16000,0.366211,29.826162
32000,0.732422,48.077992
64000,1.464844,61.946644
128000,2.929688,153.391689
256000,5.859375,128.207979
512000,11.718750,55.839228
1024000,23.437500,49.343808
2048000,46.875000,47.121927
4096000,93.750000,41.301899
8192000,187.500000,34.444414
16384000,375.000000,29.142090
32768000,750.000000,26.782300
65536000,1500.000000,26.752542
131072000,3000.000000,26.712137
262144000,6000.000000,26.790403
524288000,12000.000000,26.751145
