1000,0.022888,2.396745
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,17.506660
16000,0.366211,29.826162
32000,0.732422,201.326592
64000,1.464844,157.132950
128000,2.929688,153.391689
256000,5.859375,77.854392
512000,11.718750,56.636931
1024000,23.437500,49.652801
2048000,46.875000,48.235477
4096000,93.750000,40.977625
8192000,187.500000,35.209159
16384000,375.000000,29.045603
32768000,750.000000,26.795789
65536000,1500.000000,26.682210
131072000,3000.000000,26.749342
262144000,6000.000000,26.714084
524288000,12000.000000,26.798715
