1000,0.022888,25.165824
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,201.326592
16000,0.366211,201.326592
32000,0.732422,48.077992
64000,1.464844,61.356676
128000,2.929688,76.695845
256000,5.859375,128.207979
512000,11.718750,61.724081
1024000,23.437500,49.557315
2048000,46.875000,48.957119
4096000,93.750000,40.908509
8192000,187.500000,33.546242
16384000,375.000000,28.983331
32768000,750.000000,26.861908
65536000,1500.000000,26.824226
131072000,3000.000000,26.756665
262144000,6000.000000,26.733380
524288000,12000.000000,26.761332
