1000,0.022888,25.165824
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,201.326592
16000,0.366211,201.326592
32000,0.732422,201.326592
64000,1.464844,153.391689
128000,2.929688,155.239782
256000,5.859375,130.811187
512000,11.718750,66.417020
1024000,23.437500,40.953204
2048000,46.875000,48.428102
4096000,93.750000,37.551627
8192000,187.500000,34.039203
16384000,375.000000,28.630630
32768000,750.000000,26.975040
65536000,1500.000000,26.885226
131072000,3000.000000,26.787847
262144000,6000.000000,26.714625
524288000,12000.000000,26.751660
