1000,0.022888,25.165824
2000,0.045776,50.331648
4000,0.091553,100.663296
8000,0.183105,201.326592
16000,0.366211,201.326592
32000,0.732422,48.077992
64000,1.464844,64.424509
128000,2.929688,153.391689
256000,5.859375,104.331189
512000,11.718750,27.429275
1024000,23.437500,21.578232
2048000,46.875000,20.659227
4096000,93.750000,28.182971
8192000,187.500000,27.990690
16384000,375.000000,27.915361
32768000,750.000000,26.734978
65536000,1500.000000,26.641587
131072000,3000.000000,26.777897
262144000,6000.000000,26.511425
524288000,12000.000000,26.739557
