1000,0.022888,2.013266
2000,0.045776,4.026532
4000,0.091553,7.456540
8000,0.183105,14.913081
16000,0.366211,29.826162
32000,0.732422,59.652324
64000,1.464844,117.135472
128000,2.929688,192.311968
256000,5.859375,362.954983
512000,11.718750,560.213126
1024000,23.437500,792.917039
2048000,46.875000,65.281327
4096000,93.750000,70.169649
8192000,187.500000,70.650593
16384000,375.000000,70.608247
32768000,750.000000,70.849386
65536000,1500.000000,68.516781
131072000,3000.000000,70.489422
262144000,6000.000000,71.236307
524288000,12000.000000,70.914407
1048576000,24000.000000,70.818631
2097152000,48000.000000,70.851217
